0 0     0     0     0     0     0     0     0     0     0     0     0     0
0 0     2.200 2.160 2.016 0     0     0     0     0     0     0     0     0
0 2.136 2.192 2.240 2.120 2.024 0     0     0     2.072 2.160 0     0     0
0 2.120 2.240 2.312 2.224 2.168 2.168 2.160 2.152 2.160 2.232 2.264 2.200 0
0 2.064 2.168 2.360 2.376 2.256 2.240 2.248 2.208 2.320 2.344 2.232 2.160 0
0 2.024 2.072 2.200 2.280 2.320 2.240 2.312 2.216 2.320 2.240 0     0     0
0 0     0     0     2.176 2.208 2.184 2.304 2.248 2.192 2.144 0     0     0
0 0     0     0     0     0     2.120 2.240 2.320 0     0     0     0     0
0 0     0     0     0     0     0     2.160 2.240 2.160 0     0     0     0
0 0     0     0     0     0     0     2.080 2.144 2.080 0     0     0     0
0 0     0     0     0     0     0     0     0     0     0     0     0     0
