0 0     0     0     0     0     0     0     0     0     0     0     0     0
0 0     220.0 216.0 201.6 0     0     0     0     0     0     0     0     0
0 213.6 219.2 224.0 212.0 202.4 0     0     0     207.2 216.0 0     0     0
0 212.0 224.0 231.2 222.4 216.8 216.8 216.0 215.2 216.0 223.2 226.4 220.0 0
0 206.4 216.8 236.0 237.6 225.6 224.0 224.8 220.8 232.0 234.4 223.2 216.0 0
0 202.4 207.2 220.0 228.0 232.0 224.0 231.2 221.6 232.0 224.0 0     0     0
0 0     0     0     217.6 220.8 218.4 230.4 224.8 219.2 214.4 0     0     0
0 0     0     0     0     0     212.0 224.0 232.0 0     0     0     0     0
0 0     0     0     0     0     0     216.0 224.0 216.0 0     0     0     0
0 0     0     0     0     0     0     208.0 214.4 208.0 0     0     0     0
0 0     0     0     0     0     0     0     0     0     0     0     0     0
