4500 0.961198622371687 0.9180 0.378577794760184
4750 0.959124327162295 0.9190 0.379396543783448
5000 0.957058965455627 0.9200 0.380215292806712
5250 0.955002479663938 0.9221 0.381034041829976
5500 0.952954812693396 0.9243 0.381852790853240
5750 0.950915907938788 0.9307 0.382671539876504
6000 0.948885709278309 0.9372 0.383490288899768
6250 0.946864161068411 0.9433 0.384309037923032
6500 0.944851208138721 0.9494 0.385127786946296
6750 0.942846795787021 0.9572 0.385946535969559
7000 0.940850869774291 0.9650 0.386765284992824
7250 0.938863376319819 0.9731 0.387584034016088
7500 0.936884262096370 0.9812 0.388402783039352
7750 0.934913474225417 0.9915 0.389221532062616
8000 0.932950960272429 1.0019 0.390040281085880
